,Institution Names,City,State,Score,Rank
11596,govt. degree college bijbehara,,,,
11597,sri raghavendra institute of science & technology,,,,
11598,"""kcb technical academy",,,,
11599,raisen institute of computer studies raisen,,,,
11600,shri mumukshu bhavan ved vedang sanskrit mahavidyalaya,,,,
11601,kalikadham p.g.college,,,,
11602,venkatesh parankush sanskrit mahavidyalaya,,,,
11603,prabhat engineering college,,,,
11604,bhoram dev kala & vanijya mahavidyalaya,,,,
11605,kakatiya pg college nalgonda,,,,
11606,sri krishna medical college and hospital,,,,
11607,p.g college of physical education,,,,
11608,st. mary's college of commerce & management studies,,,,
11609,sri satya sai college of education,,,,
11610,b267 govt first grade degree college,,,,
11611,dr.mahalingam college of engineering and technology,,,,
11612,met college,,,,
11613,government college of education narnaul,,,,
11614,st. peters's college of pharmacy,,,,
11615,al-mahmood college of education,,,,
11616,bar. sheshrao wankhede arts college,,,,
11617,chitrakoot institute of computer science & technoloty karwi,,,,
11618,b.g.degree college,,,,
11619,sukhdev kisan mahavidyalaya,,,,
11620,beleshwar mahavidyalaya,,,,
11621,cp patel & hf shah commerce college,,,,
11622,vivekananda degree college for women,,,,
11623,general cariyappa national college of physical education,,,,
11624,muniguda college,,,,
11625,jss college of physiotherapy,,,,
11626,gyanoday education college,,,,
11627,baptist degree college,,,,
11628,maa sharda b.ed. college,,,,
11629,institute of co operative and corporate management research and training,,,,
11630,alvi girls degree college,,,,
11631,school of rehabilitation sciences,,,,
11632,indira professional sansthan,,,,
11633,aurora's technological & research institute,,,,
11634,u.k.mahavir college,,,,
11635,city college,,,,
11636,sri ram nallamani yadava college of arts & science,,,,
11637,yamuna institute of engineering & technology,,,,
11638,ptr college of engineering,,,,
11639,shri nath ji institute for technical education,,,,
11640,"""gwalior engineering college",,,,
11641,hope education i.c.j.colony,,,,
11642,janahitha degree college,,,,
11643,s.s.s college of arts &scienceandmanagement,,,,
11644,college of veterinary science & animal husbandry,,,,
11645,sambhunath college,,,,
11646,kartar institute of management & sciences,,,,
11647,rajasthan college of edu.,,,,
11648,tolani institute of law,,,,
11649,j.e. co-op societys sri kumareshwar arts & commerce college,,,,
11650,institute for education & technical science abupur,,,,
11651,b.a & k.r degree college,,,,
11652,st.xavier's college,,,,
11653,rajnandgaon college of information technology,,,,
11654,cvs krishna teja college of education,,,,
11655,r. j. tibrewal commerce college,,,,
11656,rakshpal bahadur college of engineering and technology,,,,
11657,b.m.u.skt.college,,,,
11658,mother degree college,,,,
11659,sri sadguru sainath degree college,,,,
11660,chhattisgarh college of agriculture,,,,
11661,new science degree college,,,,
11662,chajju ram law college,,,,
11663,patlolla ramakrishna reddy college of pharmacy,,,,
11664,624 government polytechnic,,,,
11665,al iqra t.t. college,,,,
11666,kaptipada college,,,,
11667,presidency college of arts,,,,
11668,sant sambhaji shinde college of library & information science,,,,
11669,manekchock co-op. bank arts & mahemdabad urban people's co-op. bank commerce college,,,,
11670,g.g.s. college of education,,,,
11671,acharya research centre,,,,
11672,l.c.r.t. college of education,,,,
11673,darsh institute of engineering and technology,,,,
11674,ponjesly college of education,,,,
11675,vision international college of education,,,,
11676,saharanpur institute of advanced studies gokelpur,,,,
11677,nashik jilha maratha vidya prasarak samajs institute of rural development and research,,,,
11678,t.s.s college,,,,
11679,jawaharlal nehru degree college,,,,
11680,k.c. education and socail welfare society group of research & professional institutes,,,,
11681,acharya nanesh t t college alanpur,,,,
11682,kcl institute of management and technology,,,,
11683,i.v.n.raju degree college,,,,
11684,kamla prasad singh mahila mahavidyalaya,,,,
11685,tana bhagat college,,,,
11686,s.r.k.r. engineering college,,,,
11687,lingaya's institute of mgt. & technology nachauli,,,,
11688,govt.virangna avanti bai lodhi college,,,,
11689,mscca and it college palanpur,,,,
11690,imamul hai khan law college,,,,
11691,info institute of engineering,,,,
11692,jindal college of education for girls,,,,
11693,al-badar rural gulbarga dental college & hospital,,,,
11694,chandrawati tiwari govt.girls degree college,,,,
11695,ramdev mahavidyalaya,,,,
11696,dr.ram manohar lohiya mahavidyalaya jhotari,,,,
11697,rattan singh girls college of education,,,,
11698,teerthanker mahaveer college of pharmacy,,,,
11699,janta shikshan prasarak mandal's college of education,,,,
11700,gulzar memoroial college of education,,,,
11701,chef college of hotel management,,,,
11702,gyan sindhu girls college,,,,
11703,indus institute of hotel management & cu,,,,
11704,sahid captain ripudaman law college,,,,
11705,shree uma degree & p.g college,,,,
11706,g.h.g.khalsa college,,,,
11707,naraina college of engineering and technology,,,,
11708,vidya vikas college of nursing,,,,
11709,glaxy global imperial technical campus,,,,
11710,terna public charitable trust's terna arts,,,,
11711,udhampur,,,,
11712,shri sardar singh smark mahavidyalaya nagla batul post narupura,,,,
11713,swami vivekanand college of computer science,,,,
11714,shri siddarameshwara arts degree college,,,,
11715,k p c medical college,,,,
11716,satya niketan sansthas adv. manoharrao nanaheb deshmukh arts,,,,
11717,abhilasha t.t.college,,,,
11718,vit university,,,,
11719,shri basaveshwar education society's akkamahadevi artscollege for women bailhongal,,,,
11720,achrya virag sagar college bina,,,,
11721,shri sant gajanan maharaj engineering college,,,,
11722,758 sri aurobindo institute of management,,,,
11723,ips it academy,,,,
11724,muqaddas degree college,,,,
11725,gyan darshan computer institute,,,,
11726,sri sowbackiya college of education,,,,
11727,kamla education societyspratibha college of education plot no.2,,,,
11728,biju patnaik university of technology,,,,
11729,kukadi education societys arts college,,,,
11730,ramba graduate teachers collage - porbandar,,,,
11731,sknr degree college,,,,
11732,instituteitute of medical technology and nursing education,,,,
11733,mahamaya rajkiya mahavidyalaya,,,,
11734,c484 inamdar computer science,,,,
11735,anakant college,,,,
11736,shri vaishnav commerce college,,,,
11737,new horizon research foundation,,,,
11738,college of vocational studies,,,,
11739,govt. shrir.s. hazari college,,,,
11740,baba thanidas balika mahavidyalaya,,,,
11741,viswashanti degree college,,,,
11742,ghess college,,,,
11743,519 l.j.institue of management studies,,,,
11744,star college of education,,,,
11745,shri angalamman college of engineering and technology,,,,
11746,varaha college of architecture,,,,
11747,angels college of education,,,,
11748,mgc arts,,,,
11749,birbal mahavidyalaya,,,,
11750,boula +3 degree college,,,,
11751,graphic era institute of technology,,,,
11752,vikrama simhapuri university college,,,,
11753,adarsh institute of management and science,,,,
11754,g.b.degree college,,,,
11755,sri mohan para medical college,,,,
11756,tilak institute of professional studies,,,,
11757,balwant vidya peeth rural instt.bichpuri agra,,,,
11758,kunbi shikshan prasarak sansthas arts and science college bharna naka tal khed dist ratnagiri,,,,
11759,alwar t t college,,,,
11760,c.o. jani institute of technology b.c.a. college,,,,
11761,b213 methodist first grade degree college,,,,
11762,central women college of education,,,,
11763,hon maria milagris fernandes charitable trust holy maria college of science & technology,,,,
11764,maa sukali devi sanskrit mahavidyalaya,,,,
11765,forestry college,,,,
11766,govt. i grade college hanagal dist- haveri.,,,,
11767,kle society's lingaraj college,,,,
11768,sp ram rayalaseema degree college,,,,
11769,dr mgr janaki college of arts and science,,,,
11770,biyani international institute of engg. & tehc. for girls,,,,
11771,govt. college vaisali nagar,,,,
11772,sri vinayaga colllege of arts 7science college,,,,
11773,shree sai prasad college of arts,,,,
11774,shree panchal samaj madhyavarti mandals yeshwantrao chaphekar vidyasankul tembhode college road palghar,,,,
11775,m n v memoriyal mahila mahavidyalaya ballia,,,,
11776,college of applied edu. & health science gangotri,,,,
11777,matoshri education societys matoshri college of management and research centre,,,,
11778,central india college of business management and studies,,,,
11779,rajeev gandhi mahavidyalaya,,,,
11780,management education centre,,,,
11781,seth ram kishan dhanuka kanya mavi.,,,,
11782,j. m. shah arts & commerce college,,,,
11783,adarsha college of computer & management,,,,
11784,central drug research institute,,,,
11785,ajk college of arts and science,,,,
11786,best group of institutions,,,,
11787,sahyadri bahujan vidya prasarak samajs sahakarmaharshi bhausaheb santuji thorat college of arts,,,,
11788,indubhai parekh college of architecture -virda-vajdi-rajkot,,,,
11789,saviour college,,,,
11790,yadava college,,,,
11791,patna college,,,,
11792,rass academy college of nursing,,,,
11793,anantha college of education,,,,
11794,ksatriya college of engineering,,,,
11795,ayam arts,,,,
11796,saochang college,,,,
11797,sri krishna upadhyay mahila degree college,,,,
11798,maa buddha national mahavidyalaya,,,,
11799,vhpm's dental college,,,,
11800,jamiya-tul-banat,,,,
11801,sdm trust ayurvedic medical college,,,,
11802,sanjay malviya degree college,,,,
11803,aaditya pg college,,,,
11804,714 gls institute of computer technology,,,,
11805,shri swami vivekanand shikshan sanstha s savitribai phule college of nursing,,,,
11806,lokmanya commerce college,,,,
11807,ahdp 12: rajasthan livestock assistant training school,,,,
11808,innovative college of pharmacy,,,,
11809,baba farid university of health & medical sciences,,,,
11810,priyadarshini institute of technology maharajpuram,,,,
11811,anundoram borooah academy bed college,,,,
11812,g.v.c. college of education,,,,
11813,rao sohan lal college,,,,
11814,grameen ayurvedic medical college terdal,,,,
11815,hitkarini college of architecture & town pilanning,,,,
11816,bapu institute of professional studies,,,,
11817,mm nss college,,,,
11818,govt.balangir college,,,,
11819,college of computer studies mscit vadu,,,,
11820,adarsh collehe of education,,,,
11821,dakshin bharat hindi prachar sabha b.c.a college,,,,
11822,navashyadris institute of business management and research,,,,
11823,viswambhara college of education,,,,
11824,govt. ayurved mahavidyalaya,,,,
11825,m.p.shah arts & science college,,,,
11826,kvg dental college & hospital sullia,,,,
11827,govt.college barka,,,,
11828,dr. virendra swarup institute of prof. studies,,,,
11829,keshav memorial institute of technology,,,,
11830,ttl college of business management,,,,
11831,uttri karanpura sharamik mahavidyalay,,,,
11832,haji anfor ali college,,,,
11833,apeejay institute of technology,,,,
11834,budge budge college,,,,
11835,rungta college of pharmaceutical sciences kohka-kurud road,,,,
11836,sasurie college of education,,,,
11837,sri ravneshwar sanskrit college,,,,
11838,kesharbai kale girls college,,,,
11839,kamareddy engineering college,,,,
11840,dr. d.y patil pratishathans college of architecture,,,,
11841,chattisgarh institute of management & technology,,,,
11842,keshav mahavidyalaya,,,,
11843,nagnath arts,,,,
11844,shibli national college azamgarh,,,,
11845,raja s.p singh degree college gwalior road itora agra,,,,
11846,gyan institute of management and technology,,,,
11847,hillwoods academy of teacher education,,,,
11848,kautilya mahila t.t. college,,,,
11849,swami vevekanand college of education,,,,
11850,mother teresa p.g. college,,,,
11851,pt. deen dayal upadhyaya smiti mahila tt college,,,,
11852,vivekanand vidhya ashram t.t. college,,,,
11853,mahatma jytoba phule college,,,,
11854,smt.harpyari devi degree college,,,,
11855,sri guru harkrishan sahib khalsa college,,,,
11856,s.s.l.d. varshney institute of management and technology,,,,
11857,military college of electronics and mechanical engineering,,,,
11858,shree devi college of pharmacy,,,,
11859,sri nagarjuna degree college,,,,
11860,pavai college of technology,,,,
11861,gian sagar medical college & hospital,,,,
11862,sri balasai degree college,,,,
11863,b. j. katara b. ed. college,,,,
11864,tirumala engineering college,,,,
11865,shri brahm vidya mandir sanskrit mahavidyalaya,,,,
11866,sarvajanik college of engineering & technology,,,,
11867,m.f.a.a.t.t. college,,,,
11868,baba gajadhar daas balika mahavidyalaya,,,,
11869,kless b.b.a. college hubli.,,,,
11870,mex well college of computer science,,,,
11871,school of management l.n.c.t. raisen road,,,,
11872,dhyanopasak arts college nilaj,,,,
11873,shri kamalnath singh mahavidyalaya,,,,
11874,ganga singh mahavidyalaya,,,,
11875,govt. degree college chintalapudi,,,,
11876,birthare computer classes,,,,
11877,rameshwar laxmi mahto teachers training college rosera,,,,
